vibration,temperature,gas,status,label,severity
0.0,24.898,0.0263,normal operation,0,0
5.7,25.054,0.0736,normal operation,0,0
12.6,24.971,0.032,normal operation,0,0
3.4,24.731,0.0421,normal operation,0,0
2.6,25.001,0.0218,normal operation,0,0
2.6,25.124,0.0173,normal operation,0,0
0.0,24.834,0.0623,normal operation,0,0
0.0,24.717,0.048,normal operation,0,0
3.2,25.01,0.0269,normal operation,0,0
0.0,25.007,0.0467,normal operation,0,0
9.3,24.855,0.0105,normal operation,0,0
0.0,24.868,0.0552,normal operation,0,0
0.0,24.912,0.0285,normal operation,0,0
5.6,24.815,0.0306,normal operation,0,0
9.1,24.899,0.01,normal operation,0,0
12.0,24.838,0.0392,normal operation,0,0
4.4,24.667,0.0056,normal operation,0,0
7.2,24.835,0.0586,normal operation,0,0
11.3,24.916,0.005,normal operation,0,0
2.7,24.852,0.0167,normal operation,0,0
0.0,24.907,0.0378,normal operation,0,0
19.7,24.728,0.0539,normal operation,0,0
5.3,24.805,0.0616,normal operation,0,0
12.5,24.923,0.0225,normal operation,0,0
3.2,24.793,0.0461,normal operation,0,0
3.5,24.882,0.0321,normal operation,0,0
9.5,24.759,0.0329,normal operation,0,0
2.9,24.942,0.0551,normal operation,0,0
5.2,24.549,0.0247,normal operation,0,0
0.0,24.817,0.0221,normal operation,0,0
8.4,25.001,0.0497,normal operation,0,0
17.7,24.71,0.0434,normal operation,0,0
12.7,24.837,0.0288,normal operation,0,0
7.6,24.901,0.0345,normal operation,0,0
17.2,24.906,0.0373,normal operation,0,0
12.9,24.901,0.0361,normal operation,0,0
4.6,24.586,0.0376,normal operation,0,0
0.0,24.829,0.0313,normal operation,0,0
12.2,24.801,0.0604,normal operation,0,0
6.3,25.022,0.0474,normal operation,0,0
2.9,24.931,0.03,normal operation,0,0
11.3,24.898,0.0562,normal operation,0,0
0.0,24.79,0.0135,normal operation,0,0
7.0,24.966,0.0262,normal operation,0,0
0.0,24.855,0.0307,normal operation,0,0
17.1,24.738,0.0217,normal operation,0,0
9.0,24.795,0.0366,normal operation,0,0
7.1,24.889,0.005,normal operation,0,0
10.4,24.823,0.0393,normal operation,0,0
4.0,24.544,0.0786,normal operation,0,0
0.0,24.982,0.0305,normal operation,0,0
4.4,24.714,0.0617,normal operation,0,0
18.8,24.847,0.036,normal operation,0,0
2.5,24.956,0.0265,normal operation,0,0
7.4,24.763,0.0345,normal operation,0,0
6.6,25.078,0.0398,normal operation,0,0
12.4,24.879,0.0353,normal operation,0,0
0.0,24.778,0.0341,normal operation,0,0
19.3,24.679,0.0588,normal operation,0,0
5.6,25.025,0.0444,normal operation,0,0
0.0,24.919,0.0376,normal operation,0,0
0.0,24.909,0.0178,normal operation,0,0
0.9,24.96,0.0634,normal operation,0,0
1.3,25.037,0.0336,normal operation,0,0
14.6,24.742,0.0184,normal operation,0,0
0.3,24.969,0.039,normal operation,0,0
0.0,24.874,0.0528,normal operation,0,0
0.0,24.856,0.0194,normal operation,0,0
0.0,24.646,0.0346,normal operation,0,0
0.0,25.049,0.0276,normal operation,0,0
17.3,24.66,0.0193,normal operation,0,0
6.2,25.001,0.0443,normal operation,0,0
0.0,24.891,0.0408,normal operation,0,0
0.0,24.919,0.0481,normal operation,0,0
4.1,24.629,0.0339,normal operation,0,0
0.1,24.619,0.0155,normal operation,0,0
6.1,24.768,0.0572,normal operation,0,0
17.8,24.736,0.0142,normal operation,0,0
0.0,25.109,0.031,normal operation,0,0
1.3,24.939,0.0364,normal operation,0,0
0.0,24.699,0.0643,normal operation,0,0
147.0,23.473,0.7866,leak_event_sev1_h2_10%,1,1
146.2,23.453,1.0264,leak_event_sev1_h2_10%,1,1
154.0,23.587,0.925,leak_event_sev1_h2_10%,1,1
141.7,23.49,0.7726,leak_event_sev1_h2_10%,1,1
151.3,23.415,0.8615,leak_event_sev1_h2_10%,1,1
157.6,23.83,0.9298,leak_event_sev1_h2_10%,1,1
131.0,23.562,1.0789,leak_event_sev1_h2_10%,1,1
135.2,23.113,0.8884,leak_event_sev1_h2_10%,1,1
120.2,23.752,0.8597,leak_event_sev1_h2_10%,1,1
166.8,23.94,1.0438,leak_event_sev1_h2_10%,1,1
152.6,23.445,1.0243,leak_event_sev1_h2_10%,1,1
121.1,23.703,0.8049,leak_event_sev1_h2_10%,1,1
161.5,23.641,0.8818,leak_event_sev1_h2_10%,1,1
128.9,23.727,1.1021,leak_event_sev1_h2_10%,1,1
179.1,23.573,0.9015,leak_event_sev1_h2_10%,1,1
181.6,23.765,1.106,leak_event_sev1_h2_10%,1,1
181.4,23.693,1.0057,leak_event_sev1_h2_10%,1,1
169.8,23.551,1.005,leak_event_sev1_h2_10%,1,1
178.5,23.375,0.8912,leak_event_sev1_h2_10%,1,1
152.9,23.683,0.8587,leak_event_sev1_h2_10%,1,1
171.2,23.795,0.8004,leak_event_sev1_h2_10%,1,1
157.7,23.32,0.8433,leak_event_sev1_h2_10%,1,1
160.0,23.689,1.1119,leak_event_sev1_h2_10%,1,1
188.5,23.466,1.071,leak_event_sev1_h2_10%,1,1
162.1,23.723,0.8495,leak_event_sev1_h2_10%,1,1
143.3,23.615,0.9231,leak_event_sev1_h2_10%,1,1
181.4,23.175,1.0883,leak_event_sev1_h2_10%,1,1
174.3,23.4,0.8941,leak_event_sev1_h2_10%,1,1
155.6,23.948,1.2082,leak_event_sev1_h2_10%,1,1
177.4,23.38,1.0359,leak_event_sev1_h2_10%,1,1
151.7,23.104,1.131,leak_event_sev1_h2_10%,1,1
166.6,23.522,0.8939,leak_event_sev1_h2_10%,1,1
189.4,23.591,1.1411,leak_event_sev1_h2_10%,1,1
213.9,23.476,1.259,leak_event_sev1_h2_10%,1,1
202.0,23.338,1.2197,leak_event_sev1_h2_10%,1,1
139.2,23.325,0.8804,leak_event_sev1_h2_10%,1,1
205.9,23.415,0.9239,leak_event_sev1_h2_10%,1,1
164.4,23.521,1.0601,leak_event_sev1_h2_10%,1,1
156.0,23.186,1.2255,leak_event_sev1_h2_10%,1,1
169.8,23.555,1.2999,leak_event_sev1_h2_10%,1,1
195.3,23.375,1.2188,leak_event_sev1_h2_10%,1,1
160.1,23.607,1.0545,leak_event_sev1_h2_10%,1,1
205.2,23.41,0.9122,leak_event_sev1_h2_10%,1,1
192.0,23.379,1.0468,leak_event_sev1_h2_10%,1,1
215.6,23.688,1.2653,leak_event_sev1_h2_10%,1,1
201.5,23.202,1.3378,leak_event_sev1_h2_10%,1,1
194.2,23.59,1.354,leak_event_sev1_h2_10%,1,1
169.5,23.281,1.0918,leak_event_sev1_h2_10%,1,1
169.9,23.61,0.8729,leak_event_sev1_h2_10%,1,1
199.7,23.354,0.99,leak_event_sev1_h2_10%,1,1
181.6,23.168,1.2394,leak_event_sev1_h2_10%,1,1
221.9,23.632,1.0658,leak_event_sev1_h2_10%,1,1
167.5,23.406,1.0594,leak_event_sev1_h2_10%,1,1
229.6,23.274,0.9104,leak_event_sev1_h2_10%,1,1
182.3,23.228,1.3453,leak_event_sev1_h2_10%,1,1
209.1,23.681,1.0013,leak_event_sev1_h2_10%,1,1
215.0,23.194,0.9153,leak_event_sev1_h2_10%,1,1
228.3,23.557,0.9379,leak_event_sev1_h2_10%,1,1
189.2,23.242,1.327,leak_event_sev1_h2_10%,1,1
248.6,23.056,1.3769,leak_event_sev1_h2_10%,1,1
174.5,23.036,0.9777,leak_event_sev1_h2_10%,1,1
178.6,22.969,1.0989,leak_event_sev1_h2_10%,1,1
251.6,23.275,1.0413,leak_event_sev1_h2_10%,1,1
196.3,23.437,1.1998,leak_event_sev1_h2_10%,1,1
177.2,23.199,1.3314,leak_event_sev1_h2_10%,1,1
249.1,23.104,1.398,leak_event_sev1_h2_10%,1,1
208.5,23.413,1.2472,leak_event_sev1_h2_10%,1,1
226.1,23.058,1.2446,leak_event_sev1_h2_10%,1,1
214.8,23.221,1.0728,leak_event_sev1_h2_10%,1,1
232.2,22.977,1.1917,leak_event_sev1_h2_10%,1,1
234.6,23.124,1.2227,leak_event_sev1_h2_10%,1,1
177.8,23.327,1.3889,leak_event_sev1_h2_10%,1,1
250.6,22.885,1.2517,leak_event_sev1_h2_10%,1,1
220.2,22.867,0.9851,leak_event_sev1_h2_10%,1,1
192.4,23.582,1.2285,leak_event_sev1_h2_10%,1,1
219.0,22.917,1.1928,leak_event_sev1_h2_10%,1,1
205.6,23.003,1.1442,leak_event_sev1_h2_10%,1,1
226.9,23.421,1.1493,leak_event_sev1_h2_10%,1,1
214.6,22.862,1.3112,leak_event_sev1_h2_10%,1,1
203.2,22.79,0.9617,leak_event_sev1_h2_10%,1,1
192.3,23.464,1.1376,leak_event_sev1_h2_10%,1,1
235.7,22.952,1.0959,leak_event_sev1_h2_10%,1,1
264.0,23.105,1.3767,leak_event_sev1_h2_10%,1,1
185.7,23.186,1.1217,leak_event_sev1_h2_10%,1,1
209.9,23.025,1.1845,leak_event_sev1_h2_10%,1,1
226.0,23.194,1.2678,leak_event_sev1_h2_10%,1,1
222.7,23.463,1.0977,leak_event_sev1_h2_10%,1,1
227.0,23.079,1.3894,leak_event_sev1_h2_10%,1,1
233.7,22.73,1.4057,leak_event_sev1_h2_10%,1,1
256.4,23.218,1.3517,leak_event_sev1_h2_10%,1,1
244.1,23.249,1.1915,leak_event_sev1_h2_10%,1,1
264.7,23.504,0.9901,leak_event_sev1_h2_10%,1,1
216.4,22.772,1.1984,leak_event_sev1_h2_10%,1,1
266.7,23.098,1.3177,leak_event_sev1_h2_10%,1,1
266.1,23.497,1.4909,leak_event_sev1_h2_10%,1,1
220.2,22.978,1.3326,leak_event_sev1_h2_10%,1,1
273.2,22.919,1.5492,leak_event_sev1_h2_10%,1,1
235.9,23.124,1.0895,leak_event_sev1_h2_10%,1,1
237.1,22.921,1.4959,leak_event_sev1_h2_10%,1,1
241.8,23.308,1.0268,leak_event_sev1_h2_10%,1,1
220.1,23.124,1.0284,leak_event_sev1_h2_10%,1,1
195.1,23.285,1.3557,leak_event_sev1_h2_10%,1,1
252.3,23.477,1.1133,leak_event_sev1_h2_10%,1,1
217.4,23.097,1.0793,leak_event_sev1_h2_10%,1,1
220.7,23.006,1.5531,leak_event_sev1_h2_10%,1,1
223.3,23.382,1.2445,leak_event_sev1_h2_10%,1,1
268.5,23.09,1.547,leak_event_sev1_h2_10%,1,1
268.2,23.208,1.1678,leak_event_sev1_h2_10%,1,1
207.1,23.172,1.2622,leak_event_sev1_h2_10%,1,1
281.6,23.128,1.5495,leak_event_sev1_h2_10%,1,1
282.8,22.829,1.1836,leak_event_sev1_h2_10%,1,1
285.6,22.744,1.4259,leak_event_sev1_h2_10%,1,1
284.9,22.619,1.1304,leak_event_sev1_h2_10%,1,1
288.4,22.692,1.2929,leak_event_sev1_h2_10%,1,1
275.3,22.974,1.2663,leak_event_sev1_h2_10%,1,1
300.9,22.86,1.204,leak_event_sev1_h2_10%,1,1
296.4,23.367,1.4617,leak_event_sev1_h2_10%,1,1
250.5,23.097,1.6306,leak_event_sev1_h2_10%,1,1
221.0,23.004,1.0816,leak_event_sev1_h2_10%,1,1
269.0,23.14,1.18,leak_event_sev1_h2_10%,1,1
231.9,23.316,1.473,leak_event_sev1_h2_10%,1,1
308.4,23.068,1.5409,leak_event_sev1_h2_10%,1,1
224.7,23.094,1.6333,leak_event_sev1_h2_10%,1,1
264.2,23.115,1.0751,leak_event_sev1_h2_10%,1,1
313.0,23.037,1.1449,leak_event_sev1_h2_10%,1,1
247.9,22.571,1.0496,leak_event_sev1_h2_10%,1,1
269.8,23.053,1.2876,leak_event_sev1_h2_10%,1,1
308.8,22.684,1.154,leak_event_sev1_h2_10%,1,1
237.3,23.181,1.459,leak_event_sev1_h2_10%,1,1
300.9,22.601,1.5586,leak_event_sev1_h2_10%,1,1
305.1,22.862,1.3001,leak_event_sev1_h2_10%,1,1
220.3,23.283,1.5446,leak_event_sev1_h2_10%,1,1
252.4,22.526,1.2177,leak_event_sev1_h2_10%,1,1
338.5,22.785,1.2985,leak_event_sev1_h2_10%,1,1
250.5,22.893,1.6162,leak_event_sev1_h2_10%,1,1
253.6,22.555,1.2003,leak_event_sev1_h2_10%,1,1
262.8,22.823,1.449,leak_event_sev1_h2_10%,1,1
300.6,22.929,1.6748,leak_event_sev1_h2_10%,1,1
267.3,22.886,1.2124,leak_event_sev1_h2_10%,1,1
283.3,23.057,1.3666,leak_event_sev1_h2_10%,1,1
300.1,22.459,1.3505,leak_event_sev1_h2_10%,1,1
286.4,23.01,1.4543,leak_event_sev1_h2_10%,1,1
304.8,23.083,1.7159,leak_event_sev1_h2_10%,1,1
349.9,22.757,1.484,leak_event_sev1_h2_10%,1,1
313.8,22.483,1.715,leak_event_sev1_h2_10%,1,1
305.5,22.706,1.6697,leak_event_sev1_h2_10%,1,1
298.0,22.743,1.3217,leak_event_sev1_h2_10%,1,1
277.3,22.751,1.527,leak_event_sev1_h2_10%,1,1
337.5,22.729,1.2601,leak_event_sev1_h2_10%,1,1
282.2,22.592,1.6048,leak_event_sev1_h2_10%,1,1
249.2,22.657,1.3445,leak_event_sev1_h2_10%,1,1
271.2,23.122,1.1361,leak_event_sev1_h2_10%,1,1
353.9,22.685,1.5972,leak_event_sev1_h2_10%,1,1
309.0,22.871,1.6066,leak_event_sev1_h2_10%,1,1
324.6,22.322,1.2934,leak_event_sev1_h2_10%,1,1
287.3,22.614,1.2863,leak_event_sev1_h2_10%,1,1
321.0,22.381,1.3115,leak_event_sev1_h2_10%,1,1
320.2,22.789,1.3781,leak_event_sev1_h2_10%,1,1
242.5,22.416,1.714,leak_event_sev1_h2_10%,1,1
322.9,22.878,1.2251,leak_event_sev1_h2_10%,1,1
309.9,23.015,1.7019,leak_event_sev1_h2_10%,1,1
264.1,22.724,1.6392,leak_event_sev1_h2_10%,1,1
285.5,22.38,1.3012,leak_event_sev1_h2_10%,1,1
316.8,22.72,1.5587,leak_event_sev1_h2_10%,1,1
265.1,22.679,1.7876,leak_event_sev1_h2_10%,1,1
320.7,22.848,1.5153,leak_event_sev1_h2_10%,1,1
357.1,22.519,1.6629,leak_event_sev1_h2_10%,1,1
364.1,22.809,1.6804,leak_event_sev1_h2_10%,1,1
271.7,22.658,1.6087,leak_event_sev1_h2_10%,1,1
316.4,22.516,1.4087,leak_event_sev1_h2_10%,1,1
287.8,22.759,1.4775,leak_event_sev1_h2_10%,1,1
266.3,22.955,1.5204,leak_event_sev1_h2_10%,1,1
366.2,22.503,1.8158,leak_event_sev1_h2_10%,1,1
306.8,22.71,1.613,leak_event_sev1_h2_10%,1,1
277.5,22.551,1.7818,leak_event_sev1_h2_10%,1,1
293.5,22.362,1.4572,leak_event_sev1_h2_10%,1,1
354.3,22.118,1.5322,leak_event_sev1_h2_10%,1,1
346.0,22.536,1.624,leak_event_sev1_h2_10%,1,1
287.5,22.3,1.2029,leak_event_sev1_h2_10%,1,1
342.8,22.663,1.6612,leak_event_sev1_h2_10%,1,1
325.5,23.122,1.6469,leak_event_sev1_h2_10%,1,1
394.3,22.594,1.7782,leak_event_sev1_h2_10%,1,1
341.0,22.629,1.8102,leak_event_sev1_h2_10%,1,1
382.4,22.383,1.5572,leak_event_sev1_h2_10%,1,1
370.9,22.678,1.3928,leak_event_sev1_h2_10%,1,1
342.5,22.069,1.4467,leak_event_sev1_h2_10%,1,1
399.2,22.61,1.7089,leak_event_sev1_h2_10%,1,1
377.4,22.485,1.4316,leak_event_sev1_h2_10%,1,1
393.8,22.221,1.4919,leak_event_sev1_h2_10%,1,1
384.8,21.856,1.218,leak_event_sev1_h2_10%,1,1
349.0,22.557,1.6818,leak_event_sev1_h2_10%,1,1
327.2,22.695,1.7077,leak_event_sev1_h2_10%,1,1
392.9,22.546,1.5272,leak_event_sev1_h2_10%,1,1
298.0,22.854,1.3639,leak_event_sev1_h2_10%,1,1
393.5,22.61,1.5368,leak_event_sev1_h2_10%,1,1
377.0,22.392,1.3613,leak_event_sev1_h2_10%,1,1
315.5,22.597,1.4803,leak_event_sev1_h2_10%,1,1
362.6,22.368,1.2788,leak_event_sev1_h2_10%,1,1
267.9,22.467,1.6432,leak_event_sev1_h2_10%,1,1
346.9,22.754,1.2626,leak_event_sev1_h2_10%,1,1
377.9,22.222,1.9063,leak_event_sev1_h2_10%,1,1
349.5,22.781,1.5031,leak_event_sev1_h2_10%,1,1
395.2,21.661,1.9075,leak_event_sev1_h2_10%,1,1
291.9,22.605,1.5108,leak_event_sev1_h2_10%,1,1
350.6,22.648,1.752,leak_event_sev1_h2_10%,1,1
302.3,21.666,1.6793,leak_event_sev1_h2_10%,1,1
373.0,22.557,1.8264,leak_event_sev1_h2_10%,1,1
381.3,22.308,1.5804,leak_event_sev1_h2_10%,1,1
423.7,22.493,1.9663,leak_event_sev1_h2_10%,1,1
331.1,22.647,1.2919,leak_event_sev1_h2_10%,1,1
348.4,22.428,1.672,leak_event_sev1_h2_10%,1,1
301.5,22.284,1.5806,leak_event_sev1_h2_10%,1,1
414.0,22.215,1.9027,leak_event_sev1_h2_10%,1,1
345.6,22.355,1.433,leak_event_sev1_h2_10%,1,1
376.6,22.482,1.9129,leak_event_sev1_h2_10%,1,1
408.2,22.66,1.495,leak_event_sev1_h2_10%,1,1
416.4,22.076,1.424,leak_event_sev1_h2_10%,1,1
388.0,22.538,1.4323,leak_event_sev1_h2_10%,1,1
383.3,22.124,1.3564,leak_event_sev1_h2_10%,1,1
323.8,21.875,1.979,leak_event_sev1_h2_10%,1,1
333.4,21.834,1.4491,leak_event_sev1_h2_10%,1,1
327.9,22.174,1.414,leak_event_sev1_h2_10%,1,1
325.2,22.198,1.7782,leak_event_sev1_h2_10%,1,1
417.5,22.059,1.7509,leak_event_sev1_h2_10%,1,1
401.1,22.18,1.8423,leak_event_sev1_h2_10%,1,1
378.0,22.499,1.9337,leak_event_sev1_h2_10%,1,1
313.5,22.874,1.3757,leak_event_sev1_h2_10%,1,1
435.0,22.031,1.8597,leak_event_sev1_h2_10%,1,1
423.5,22.595,2.0203,leak_event_sev1_h2_10%,1,1
323.9,22.744,1.7254,leak_event_sev1_h2_10%,1,1
363.2,21.715,1.6043,leak_event_sev1_h2_10%,1,1
376.6,22.103,1.7452,leak_event_sev1_h2_10%,1,1
387.7,22.384,1.6669,leak_event_sev1_h2_10%,1,1
438.1,22.077,1.6885,leak_event_sev1_h2_10%,1,1
337.2,21.988,1.8194,leak_event_sev1_h2_10%,1,1
394.0,22.27,1.551,leak_event_sev1_h2_10%,1,1
458.5,22.349,1.8985,leak_event_sev1_h2_10%,1,1
380.8,22.13,1.8544,leak_event_sev1_h2_10%,1,1
356.7,21.944,1.9689,leak_event_sev1_h2_10%,1,1
442.6,21.934,1.8583,leak_event_sev1_h2_10%,1,1
334.6,21.974,1.7106,leak_event_sev1_h2_10%,1,1
420.4,21.862,1.9962,leak_event_sev1_h2_10%,1,1
358.8,22.344,1.9045,leak_event_sev1_h2_10%,1,1
380.7,22.205,1.7575,leak_event_sev1_h2_10%,1,1
359.8,21.767,2.0336,leak_event_sev1_h2_10%,1,1
433.1,22.182,1.7896,leak_event_sev1_h2_10%,1,1
430.0,21.928,1.6964,leak_event_sev1_h2_10%,1,1
419.1,22.362,1.598,leak_event_sev1_h2_10%,1,1
430.7,22.344,1.9409,leak_event_sev1_h2_10%,1,1
410.4,22.348,1.8634,leak_event_sev1_h2_10%,1,1
475.2,22.334,1.6765,leak_event_sev1_h2_10%,1,1
346.6,21.63,2.1331,leak_event_sev1_h2_10%,1,1
489.6,22.569,1.8613,leak_event_sev1_h2_10%,1,1
427.5,21.669,1.6626,leak_event_sev1_h2_10%,1,1
410.5,22.489,1.918,leak_event_sev1_h2_10%,1,1
406.4,22.009,1.9204,leak_event_sev1_h2_10%,1,1
439.1,21.995,2.0591,leak_event_sev1_h2_10%,1,1
434.7,22.373,1.6617,leak_event_sev1_h2_10%,1,1
411.3,22.395,1.9123,leak_event_sev1_h2_10%,1,1
420.1,22.432,1.8367,leak_event_sev1_h2_10%,1,1
477.6,21.822,1.5136,leak_event_sev1_h2_10%,1,1
402.1,21.943,1.8417,leak_event_sev1_h2_10%,1,1
475.8,22.533,2.0183,leak_event_sev1_h2_10%,1,1
353.8,21.799,1.8511,leak_event_sev1_h2_10%,1,1
419.9,21.633,1.8244,leak_event_sev1_h2_10%,1,1
455.0,21.689,1.4904,leak_event_sev1_h2_10%,1,1
474.4,21.812,1.5207,leak_event_sev1_h2_10%,1,1
428.0,22.273,2.0379,leak_event_sev1_h2_10%,1,1
364.3,22.35,1.5179,leak_event_sev1_h2_10%,1,1
364.8,21.716,2.1801,leak_event_sev1_h2_10%,1,1
418.8,22.212,1.7446,leak_event_sev1_h2_10%,1,1
415.7,22.594,2.1886,leak_event_sev1_h2_10%,1,1
457.9,21.623,1.7808,leak_event_sev1_h2_10%,1,1
428.1,22.025,2.2093,leak_event_sev1_h2_10%,1,1
378.9,21.919,1.5138,leak_event_sev1_h2_10%,1,1
388.4,22.001,1.6749,leak_event_sev1_h2_10%,1,1
455.5,21.656,1.5961,leak_event_sev1_h2_10%,1,1
445.7,22.435,1.5036,leak_event_sev1_h2_10%,1,1
495.9,22.027,1.7805,leak_event_sev1_h2_10%,1,1
427.5,22.258,1.9878,leak_event_sev1_h2_10%,1,1
474.8,22.545,2.2277,leak_event_sev1_h2_10%,1,1
419.7,22.379,1.9963,leak_event_sev1_h2_10%,1,1
417.1,21.902,1.5863,leak_event_sev1_h2_10%,1,1
348.2,21.702,1.9347,leak_event_sev1_h2_10%,1,1
387.5,22.536,1.9013,leak_event_sev1_h2_10%,1,1
424.7,21.998,1.724,leak_event_sev1_h2_10%,1,1
378.7,21.608,1.4655,leak_event_sev1_h2_10%,1,1
420.5,21.363,1.5377,leak_event_sev1_h2_10%,1,1
481.3,22.282,1.7017,leak_event_sev1_h2_10%,1,1
447.5,22.021,2.0446,leak_event_sev1_h2_10%,1,1
459.1,21.891,2.2102,leak_event_sev1_h2_10%,1,1
419.8,21.759,1.7358,leak_event_sev1_h2_10%,1,1
445.5,21.213,1.959,leak_event_sev1_h2_10%,1,1
382.3,22.031,1.4732,leak_event_sev1_h2_10%,1,1
390.0,22.21,1.8088,leak_event_sev1_h2_10%,1,1
497.6,22.246,2.2991,leak_event_sev1_h2_10%,1,1
474.5,22.326,2.0622,leak_event_sev1_h2_10%,1,1
503.3,21.563,1.8981,leak_event_sev1_h2_10%,1,1
520.4,21.906,2.2224,leak_event_sev1_h2_10%,1,1
508.1,22.072,2.2856,leak_event_sev1_h2_10%,1,1
391.9,22.239,1.5472,leak_event_sev1_h2_10%,1,1
6.5,24.816,0.0446,normal operation,0,0
3.8,24.623,0.0707,normal operation,0,0
0.0,24.792,0.0337,normal operation,0,0
0.7,24.952,0.0397,normal operation,0,0
11.2,25.152,0.0393,normal operation,0,0
0.0,25.152,0.0527,normal operation,0,0
0.8,24.583,0.0484,normal operation,0,0
8.2,24.749,0.0228,normal operation,0,0
1.8,24.686,0.0413,normal operation,0,0
0.0,24.771,0.0525,normal operation,0,0
17.3,24.768,0.0511,normal operation,0,0
13.6,24.71,0.0667,normal operation,0,0
16.0,24.955,0.032,normal operation,0,0
0.0,24.763,0.0495,normal operation,0,0
6.1,24.771,0.0474,normal operation,0,0
12.5,24.725,0.0321,normal operation,0,0
3.9,24.932,0.032,normal operation,0,0
5.3,24.843,0.0066,normal operation,0,0
0.0,24.806,0.0413,normal operation,0,0
1.2,24.817,0.0177,normal operation,0,0
0.0,24.94,0.0133,normal operation,0,0
9.8,25.296,0.0305,normal operation,0,0
0.0,24.887,0.0214,normal operation,0,0
0.0,24.709,0.009,normal operation,0,0
2.7,24.935,0.048,normal operation,0,0
15.0,24.987,0.0308,normal operation,0,0
6.7,24.839,0.0076,normal operation,0,0
3.2,25.028,0.0363,normal operation,0,0
0.0,24.888,0.036,normal operation,0,0
14.0,25.085,0.0257,normal operation,0,0
0.0,24.636,0.0122,normal operation,0,0
0.0,24.767,0.0399,normal operation,0,0
4.7,24.859,0.0389,normal operation,0,0
4.1,24.594,0.005,normal operation,0,0
8.2,24.773,0.0354,normal operation,0,0
12.1,25.063,0.0685,normal operation,0,0
13.7,24.799,0.0287,normal operation,0,0
0.0,24.994,0.0648,normal operation,0,0
3.2,24.93,0.0325,normal operation,0,0
4.1,24.933,0.0288,normal operation,0,0
0.0,24.751,0.059,normal operation,0,0
0.3,24.841,0.005,normal operation,0,0
8.1,24.97,0.0509,normal operation,0,0
0.0,25.01,0.0437,normal operation,0,0
0.0,24.851,0.034,normal operation,0,0
9.9,24.992,0.0365,normal operation,0,0
17.6,24.717,0.053,normal operation,0,0
12.7,24.734,0.0465,normal operation,0,0
5.3,25.202,0.0147,normal operation,0,0
16.4,25.029,0.0446,normal operation,0,0
13.2,24.763,0.0511,normal operation,0,0
0.0,24.669,0.0469,normal operation,0,0
5.1,24.797,0.0562,normal operation,0,0
0.0,24.887,0.0518,normal operation,0,0
0.0,24.66,0.0448,normal operation,0,0
0.0,24.781,0.0532,normal operation,0,0
14.9,24.95,0.0451,normal operation,0,0
7.0,24.969,0.0484,normal operation,0,0
14.6,24.73,0.0318,normal operation,0,0
12.2,24.767,0.0393,normal operation,0,0
16.8,24.67,0.055,normal operation,0,0
18.1,24.965,0.023,normal operation,0,0
5.6,24.635,0.0209,normal operation,0,0
17.8,25.086,0.0329,normal operation,0,0
19.9,24.816,0.0403,normal operation,0,0
2.4,24.63,0.0591,normal operation,0,0
3.0,24.783,0.037,normal operation,0,0
9.2,25.121,0.0347,normal operation,0,0
11.3,24.557,0.0612,normal operation,0,0
5.4,24.818,0.0309,normal operation,0,0
0.0,24.771,0.0428,normal operation,0,0
0.0,24.776,0.034,normal operation,0,0
6.1,25.011,0.0435,normal operation,0,0
0.0,25.009,0.005,normal operation,0,0
0.0,24.867,0.0368,normal operation,0,0
26.4,24.92,0.005,normal operation,0,0
5.9,24.972,0.0585,normal operation,0,0
10.5,25.147,0.0279,normal operation,0,0
0.0,24.766,0.0375,normal operation,0,0
1.7,24.905,0.0508,normal operation,0,0
0.0,24.835,0.0318,normal operation,0,0
7.7,24.651,0.0377,normal operation,0,0
4.2,24.596,0.0354,normal operation,0,0
12.7,25.062,0.0447,normal operation,0,0
0.1,24.904,0.0413,normal operation,0,0
2.4,25.109,0.0157,normal operation,0,0
0.0,24.935,0.0329,normal operation,0,0
14.7,24.892,0.0181,normal operation,0,0
8.1,24.655,0.0488,normal operation,0,0
8.9,24.694,0.0184,normal operation,0,0
0.0,24.888,0.0445,normal operation,0,0
0.0,24.876,0.033,normal operation,0,0
4.5,24.83,0.029,normal operation,0,0
0.0,25.072,0.0338,normal operation,0,0
0.0,24.552,0.0405,normal operation,0,0
16.1,24.815,0.0365,normal operation,0,0
8.4,25.138,0.0283,normal operation,0,0
15.4,25.029,0.0415,normal operation,0,0
9.2,24.783,0.0331,normal operation,0,0
235.9,22.506,1.5525,leak_event_sev2_h2_22%,1,1
292.9,22.625,2.2405,leak_event_sev2_h2_22%,1,1
299.0,22.639,2.1336,leak_event_sev2_h2_22%,1,1
356.7,22.609,2.2578,leak_event_sev2_h2_22%,1,1
319.3,22.496,2.2636,leak_event_sev2_h2_22%,1,1
306.2,22.59,2.1597,leak_event_sev2_h2_22%,1,1
359.4,22.376,2.2508,leak_event_sev2_h2_22%,1,1
328.3,22.591,2.0333,leak_event_sev2_h2_22%,1,1
339.1,22.234,1.9702,leak_event_sev2_h2_22%,1,1
331.6,22.982,1.9693,leak_event_sev2_h2_22%,1,1
291.3,22.779,1.882,leak_event_sev2_h2_22%,1,1
290.5,22.224,2.0035,leak_event_sev2_h2_22%,1,1
284.6,22.693,1.802,leak_event_sev2_h2_22%,1,1
312.5,22.179,1.7298,leak_event_sev2_h2_22%,1,1
