temperature,vibration,gas,status,label,severity
21.508,351.1,1.573,leak_event_sev1_h2_15%,1,1
24.906,0.0,0.0353,normal operation,0,0
24.752,0.0218,2.9,normal operation,0,0
24.737,0.0,0.0174,normal operation,0,0
23.057,1.5814,334.7,leak_event_sev1_H2_15%,1,1
23.005,1.5751,353.8,leak_event_sev1_H2_10%,1,1
24.92,0.0533,0.0,normal operation,0,0
21.237,2.3274,407.1,leak_event_sev1_H2_15%,1,1
18.894,3.8608,886.4,leak_event_sev2_H2_28%,1,2
24.718,0.0,0.0203,normal operation,0,0
23.053,269.8,1.2876,leak_event_sev1_h2_10%,1,1
25.013,2.4,0.021,normal operation,0,0
21.955,2.8568,626.8,leak_event_sev3_H2_30%,1,3
24.874,0.0282,6.9,normal operation,0,0
24.644,0.0323,0.0,normal operation,0,0
24.981,0.072,8.6,normal operation,0,0
18.913,4.8258,1031.8,leak_event_sev3_H2_30%,1,3
20.712,583.0,2.8267,leak_event_sev3_h2_30%,1,1
25.132,0.0454,9.1,normal operation,0,0
24.866,1.9,0.0085,normal operation,0,0
24.831,0.0,0.0348,normal operation,0,0
22.022,3.4834,604.4,leak_event_sev3_H2_30%,1,3
20.89,606.9,2.9862,leak_event_sev2_h2_22%,1,1
22.615,376.2,2.3554,leak_event_sev2_h2_20%,1,1
24.813,0.0,0.0592,normal operation,0,0
19.447,3.3865,870.7,leak_event_sev2_H2_25%,1,2
23.039,236.6,1.0333,leak_event_sev1_h2_15%,1,1
24.616,14.2,0.0307,normal operation,0,0
20.984,701.1,3.2404,leak_event_sev2_h2_25%,1,1
20.026,874.3,3.3824,leak_event_sev2_h2_20%,1,1
21.026,2.3427,559.6,leak_event_sev1_H2_10%,1,1
24.775,8.6,0.0227,normal operation,0,0
20.913,3.2533,708.1,leak_event_sev2_H2_28%,1,2
24.754,0.1,0.0072,normal operation,0,0
25.314,5.1,0.0451,normal operation,0,0
17.237,4.6695,1186.0,leak_event_sev3_H2_30%,1,3
21.471,2.1679,581.2,leak_event_sev1_H2_10%,1,1
24.871,0.7,0.0585,normal operation,0,0
24.951,0.0389,0.0,normal operation,0,0
24.831,0.0102,8.3,normal operation,0,0
22.357,415.0,1.8253,leak_event_sev1_h2_15%,1,1
18.443,5.0555,1352.7,leak_event_sev3_H2_30%,1,3
17.268,1341.1,6.2314,leak_event_sev3_h2_30%,1,1
24.786,0.0408,0.0,normal operation,0,0
20.712,588.6,2.3226,leak_event_sev2_h2_20%,1,1
24.972,0.0,0.025,normal operation,0,0
24.98,0.0174,25.5,normal operation,0,0
22.218,343.6,1.3213,leak_event_sev1_h2_15%,1,1
16.5,1101.6,5.0359,leak_event_sev3_h2_30%,1,1
19.222,3.6827,994.7,leak_event_sev2_H2_25%,1,2
21.402,534.7,2.4095,leak_event_sev2_h2_25%,1,1
24.843,9.1,0.0389,normal operation,0,0
23.007,2.3378,419.7,leak_event_sev2_H2_25%,1,2
24.473,3.7,0.0403,normal operation,0,0
20.11,2.9444,772.8,leak_event_sev2_H2_28%,1,2
24.792,9.7,0.0401,normal operation,0,0
24.71,0.0544,16.7,normal operation,0,0
22.032,2.6768,664.3,leak_event_sev3_H2_30%,1,3
24.729,3.2,0.0536,normal operation,0,0
19.458,4.0539,985.8,leak_event_sev3_H2_30%,1,3
21.648,399.4,2.5252,leak_event_sev2_h2_25%,1,1
21.371,3.2409,589.6,leak_event_sev2_H2_25%,1,2
25.017,14.9,0.0217,normal operation,0,0
19.597,952.2,3.2112,leak_event_sev2_h2_20%,1,1
24.688,0.0534,0.0,normal operation,0,0
24.805,0.0301,0.0,normal operation,0,0
24.686,1.8,0.0413,normal operation,0,0
24.783,0.0287,0.0,normal operation,0,0
25.031,0.0481,0.0,normal operation,0,0
22.414,329.9,1.3432,leak_event_sev1_h2_10%,1,1
20.565,835.7,2.7546,leak_event_sev2_h2_20%,1,1
24.843,15.4,0.005,normal operation,0,0
20.624,876.7,3.5099,leak_event_sev2_h2_20%,1,1
24.829,0.0,0.0313,normal operation,0,0
24.611,0.0424,16.7,normal operation,0,0
23.168,181.6,1.2394,leak_event_sev1_h2_10%,1,1
22.597,1.9302,402.0,leak_event_sev1_H2_10%,1,1
23.117,1.3809,337.9,leak_event_sev1_H2_10%,1,1
20.779,574.7,2.9117,leak_event_sev3_h2_30%,1,1
21.215,1.8433,544.9,leak_event_sev1_H2_15%,1,1
24.875,0.0578,8.3,normal operation,0,0
21.411,464.5,1.8974,leak_event_sev1_h2_10%,1,1
24.667,0.0526,10.2,normal operation,0,0
24.957,0.0,0.0652,normal operation,0,0
19.877,807.2,3.3259,leak_event_sev2_h2_25%,1,1
22.398,384.9,2.496,leak_event_sev2_h2_20%,1,1
25.256,17.4,0.0564,normal operation,0,0
25.047,2.1,0.0252,normal operation,0,0
24.787,16.6,0.0272,normal operation,0,0
23.269,1.3162,236.6,leak_event_sev1_H2_10%,1,1
20.523,712.1,3.7102,leak_event_sev2_h2_25%,1,1
19.765,696.9,3.4865,leak_event_sev2_h2_25%,1,1
24.871,4.4,0.0437,normal operation,0,0
24.793,0.0356,6.2,normal operation,0,0
24.743,0.0243,23.2,normal operation,0,0
21.419,375.5,2.1559,leak_event_sev1_h2_10%,1,1
18.868,986.0,4.0396,leak_event_sev2_h2_25%,1,1
24.808,12.2,0.0608,normal operation,0,0
22.412,2.6968,607.6,leak_event_sev3_H2_30%,1,3
25.022,0.053,7.4,normal operation,0,0
24.938,0.0,0.0344,normal operation,0,0
25.101,0.0486,0.0,normal operation,0,0
22.691,1.8812,411.9,leak_event_sev1_H2_10%,1,1
22.394,315.9,1.2673,leak_event_sev1_h2_15%,1,1
24.996,6.0,0.0233,normal operation,0,0
24.438,0.0489,9.2,normal operation,0,0
24.859,4.7,0.0389,normal operation,0,0
24.956,0.0281,10.9,normal operation,0,0
24.693,0.0884,17.4,normal operation,0,0
22.565,1.9344,410.0,leak_event_sev1_H2_15%,1,1
24.957,5.3,0.0322,normal operation,0,0
24.799,0.0395,1.5,normal operation,0,0
24.482,0.0,0.0091,normal operation,0,0
24.946,25.5,0.0325,normal operation,0,0
19.637,3.6919,891.4,leak_event_sev3_H2_30%,1,3
23.009,1.5916,305.2,leak_event_sev1_H2_10%,1,1
24.648,24.8,0.0071,normal operation,0,0
20.253,955.0,3.2916,leak_event_sev3_h2_30%,1,1
18.001,4.6548,1429.6,leak_event_sev3_H2_30%,1,3
19.996,3.5368,697.5,leak_event_sev2_H2_25%,1,2
25.01,0.0482,0.0,normal operation,0,0
24.782,14.3,0.0408,normal operation,0,0
24.669,0.0,0.0599,normal operation,0,0
20.586,3.2566,702.1,leak_event_sev2_H2_25%,1,2
24.736,0.0314,0.0,normal operation,0,0
19.433,795.5,2.8851,leak_event_sev2_h2_25%,1,1
24.824,0.0174,31.1,normal operation,0,0
25.086,9.2,0.0368,normal operation,0,0
22.567,388.1,1.4823,leak_event_sev1_h2_15%,1,1
24.879,0.0487,30.9,normal operation,0,0
21.158,480.3,2.7928,leak_event_sev2_h2_20%,1,1
23.516,174.0,1.1333,leak_event_sev1_h2_10%,1,1
24.856,5.7,0.0307,normal operation,0,0
23.0,309.9,1.3565,leak_event_sev1_h2_10%,1,1
20.178,3.3357,753.6,leak_event_sev2_H2_22%,1,2
19.239,3.2637,804.4,leak_event_sev2_H2_25%,1,2
22.349,458.5,1.8985,leak_event_sev1_h2_10%,1,1
20.709,2.8472,742.8,leak_event_sev2_H2_25%,1,2
21.451,2.5956,476.8,leak_event_sev1_H2_10%,1,1
24.951,0.0,0.0771,normal operation,0,0
24.811,16.9,0.0441,normal operation,0,0
24.563,0.0314,0.0,normal operation,0,0
23.504,1.3417,311.3,leak_event_sev1_H2_10%,1,1
24.859,0.0279,0.0,normal operation,0,0
24.868,4.4,0.0248,normal operation,0,0
24.88,0.0183,0.0,normal operation,0,0
20.824,2.7454,568.5,leak_event_sev2_H2_28%,1,2
22.019,2.0701,494.5,leak_event_sev1_H2_10%,1,1
25.002,0.0379,0.0,normal operation,0,0
21.278,3.0221,595.5,leak_event_sev2_H2_28%,1,2
24.696,0.0516,0.0,normal operation,0,0
24.698,3.6,0.0236,normal operation,0,0
24.758,0.0341,0.0,normal operation,0,0
24.932,7.9,0.0561,normal operation,0,0
21.158,466.6,3.0463,leak_event_sev2_h2_20%,1,1
24.695,25.3,0.0491,normal operation,0,0
22.395,411.3,1.9123,leak_event_sev1_h2_10%,1,1
24.696,0.0651,0.0,normal operation,0,0
24.922,12.1,0.0472,normal operation,0,0
24.806,0.0,0.052,normal operation,0,0
22.216,336.5,1.8896,leak_event_sev1_h2_15%,1,1
21.844,405.0,1.8581,leak_event_sev1_h2_10%,1,1
18.725,1322.3,4.5072,leak_event_sev3_h2_30%,1,1
24.671,2.7,0.0199,normal operation,0,0
20.768,3.4322,778.0,leak_event_sev2_H2_25%,1,2
24.902,4.5,0.0477,normal operation,0,0
19.517,951.1,4.7616,leak_event_sev3_h2_30%,1,1
24.946,0.0314,0.0,normal operation,0,0
24.92,0.005,7.7,normal operation,0,0
24.747,2.9,0.0685,normal operation,0,0
24.992,0.0,0.0589,normal operation,0,0
16.0,5.75,1309.5,leak_event_sev3_H2_30%,1,3
24.844,0.028,3.8,normal operation,0,0
24.811,0.009,15.3,normal operation,0,0
21.799,427.7,1.5088,leak_event_sev1_h2_10%,1,1
24.9,0.0526,0.0,normal operation,0,0
22.452,2.4521,462.5,leak_event_sev2_H2_22%,1,2
19.901,3.2868,717.9,leak_event_sev2_H2_22%,1,2
24.739,0.0386,0.0,normal operation,0,0
24.703,0.0361,4.5,normal operation,0,0
24.763,0.058,20.7,normal operation,0,0
17.308,1350.5,5.1516,leak_event_sev3_h2_30%,1,1
19.261,1010.0,3.051,leak_event_sev2_h2_22%,1,1
24.895,17.1,0.0383,normal operation,0,0
24.824,0.005,34.2,normal operation,0,0
24.666,0.051,17.6,normal operation,0,0
19.599,4.9542,1205.0,leak_event_sev3_H2_30%,1,3
24.726,0.0599,0.0,normal operation,0,0
21.791,1.8145,447.7,leak_event_sev1_H2_15%,1,1
24.948,0.0282,0.0,normal operation,0,0
22.633,230.3,1.417,leak_event_sev1_h2_15%,1,1
24.729,0.061,1.7,normal operation,0,0
24.793,5.0,0.0347,normal operation,0,0
21.545,546.9,3.1588,leak_event_sev2_h2_20%,1,1
25.034,0.0,0.0435,normal operation,0,0
24.958,0.0248,4.5,normal operation,0,0
20.578,3.3867,589.6,leak_event_sev2_H2_28%,1,2
22.368,490.1,2.3694,leak_event_sev2_h2_22%,1,1
19.28,1177.5,4.9766,leak_event_sev3_h2_30%,1,1
21.995,439.1,2.0591,leak_event_sev1_h2_10%,1,1
24.718,0.0155,1.3,normal operation,0,0
24.723,0.0162,1.3,normal operation,0,0
24.812,0.0534,26.4,normal operation,0,0
19.522,4.2369,932.3,leak_event_sev3_H2_30%,1,3
25.004,0.0,0.0201,normal operation,0,0
25.004,0.0262,0.0,normal operation,0,0
24.742,9.0,0.034,normal operation,0,0
23.558,1.2906,281.4,leak_event_sev1_H2_15%,1,1
25.011,6.1,0.0435,normal operation,0,0
22.592,282.2,1.6048,leak_event_sev1_h2_10%,1,1
24.882,8.4,0.0176,normal operation,0,0
22.758,1.5888,403.4,leak_event_sev1_H2_10%,1,1
23.034,264.1,1.1397,leak_event_sev1_h2_10%,1,1
23.21,2.2408,414.7,leak_event_sev2_H2_25%,1,2
18.961,4.9622,1100.3,leak_event_sev3_H2_30%,1,3
18.509,3.5499,1021.4,leak_event_sev2_H2_25%,1,2
24.562,0.0,0.0345,normal operation,0,0
24.759,0.0504,5.7,normal operation,0,0
25.027,0.0,0.042,normal operation,0,0
25.023,0.0,0.0359,normal operation,0,0
22.713,1.5237,348.5,leak_event_sev1_H2_10%,1,1
25.146,0.008,19.5,normal operation,0,0
21.717,2.2917,506.4,leak_event_sev2_H2_22%,1,2
24.666,0.0468,0.0,normal operation,0,0
21.171,1.9773,593.6,leak_event_sev1_H2_10%,1,1
24.734,0.0,0.0748,normal operation,0,0
25.067,3.3,0.0269,normal operation,0,0
24.615,11.1,0.0601,normal operation,0,0
20.54,643.8,4.1971,leak_event_sev3_h2_30%,1,1
23.031,1.5572,314.0,leak_event_sev1_H2_10%,1,1
24.871,0.0673,0.0,normal operation,0,0
23.472,203.0,1.299,leak_event_sev1_h2_10%,1,1
24.789,10.7,0.018,normal operation,0,0
24.829,0.0,0.0532,normal operation,0,0
17.533,1398.3,5.4789,leak_event_sev3_h2_30%,1,1
22.53,310.2,2.2097,leak_event_sev2_h2_20%,1,1
22.948,215.4,1.2197,leak_event_sev1_h2_15%,1,1
23.409,173.2,1.1449,leak_event_sev1_h2_15%,1,1
24.93,0.0708,8.7,normal operation,0,0
24.755,0.0604,18.0,normal operation,0,0
22.212,267.3,1.7298,leak_event_sev1_h2_10%,1,1
21.601,466.9,1.5442,leak_event_sev1_h2_10%,1,1
18.455,4.7666,1349.9,leak_event_sev3_H2_30%,1,3
24.711,1.9,0.0384,normal operation,0,0
21.398,2.6507,605.8,leak_event_sev1_H2_10%,1,1
19.607,906.4,3.2334,leak_event_sev3_h2_30%,1,1
25.296,9.8,0.0305,normal operation,0,0
23.551,169.8,1.005,leak_event_sev1_h2_10%,1,1
19.947,3.9558,780.2,leak_event_sev2_H2_28%,1,2
25.022,0.0562,1.8,normal operation,0,0
22.391,1.6661,356.5,leak_event_sev1_H2_15%,1,1
24.906,7.8,0.0144,normal operation,0,0
24.849,15.1,0.0199,normal operation,0,0
23.242,189.2,1.327,leak_event_sev1_h2_10%,1,1
17.654,995.7,4.3623,leak_event_sev3_h2_30%,1,1
25.026,9.4,0.0682,normal operation,0,0
21.917,324.4,1.3458,leak_event_sev1_h2_10%,1,1
23.404,223.6,1.1987,leak_event_sev1_h2_15%,1,1
24.735,4.9,0.0568,normal operation,0,0
24.971,0.053,16.0,normal operation,0,0
24.77,0.0797,1.6,normal operation,0,0
24.73,0.0,0.0626,normal operation,0,0
24.753,0.0485,9.0,normal operation,0,0
25.194,8.4,0.0207,normal operation,0,0
17.459,5.2678,1214.2,leak_event_sev3_H2_30%,1,3
24.776,0.0313,23.0,normal operation,0,0
25.091,0.0324,0.0,normal operation,0,0
25.004,0.0,0.0172,normal operation,0,0
18.901,4.7632,1240.4,leak_event_sev3_H2_30%,1,3
24.935,0.0213,4.5,normal operation,0,0
21.529,416.7,3.1387,leak_event_sev3_h2_30%,1,1
18.456,4.9467,1152.6,leak_event_sev3_H2_30%,1,3
24.835,3.3,0.0137,normal operation,0,0
24.662,18.1,0.0586,normal operation,0,0
17.93,1162.3,5.7567,leak_event_sev3_h2_30%,1,1
24.905,0.8,0.0451,normal operation,0,0
17.65,974.5,5.2011,leak_event_sev3_h2_30%,1,1
23.466,1.1842,251.6,leak_event_sev1_H2_10%,1,1
17.514,5.3578,1314.1,leak_event_sev3_H2_30%,1,3
24.847,5.3,0.0333,normal operation,0,0
21.135,2.7337,658.3,leak_event_sev2_H2_22%,1,2
22.773,1.7842,345.6,leak_event_sev1_H2_15%,1,1
19.866,556.3,3.1591,leak_event_sev2_h2_25%,1,1
24.544,4.0,0.0786,normal operation,0,0
22.325,1.968,371.4,leak_event_sev1_H2_10%,1,1
24.797,0.0584,4.1,normal operation,0,0
16.677,1362.9,4.2635,leak_event_sev3_h2_30%,1,1
17.456,4.5472,1318.3,leak_event_sev3_H2_30%,1,3
23.145,1.3331,288.0,leak_event_sev1_H2_15%,1,1
17.222,1373.0,5.2523,leak_event_sev3_h2_30%,1,1
20.373,622.7,3.5911,leak_event_sev3_h2_30%,1,1
24.84,3.1,0.0152,normal operation,0,0
21.556,2.4975,575.3,leak_event_sev2_H2_28%,1,2
20.784,724.8,3.2234,leak_event_sev2_h2_25%,1,1
24.822,21.7,0.0561,normal operation,0,0
24.895,0.0453,12.4,normal operation,0,0
24.845,0.0476,0.2,normal operation,0,0
17.497,5.1116,1321.1,leak_event_sev3_H2_30%,1,3
24.965,0.3,0.0505,normal operation,0,0
24.758,0.0715,13.9,normal operation,0,0
23.218,1.4214,302.1,leak_event_sev1_H2_15%,1,1
19.649,707.4,3.6006,leak_event_sev2_h2_22%,1,1
21.471,476.6,1.9769,leak_event_sev1_h2_10%,1,1
21.019,1.9719,546.9,leak_event_sev1_H2_10%,1,1
19.33,636.2,3.8666,leak_event_sev3_h2_30%,1,1
24.767,0.0432,0.0,normal operation,0,0
21.141,2.3426,461.7,leak_event_sev1_H2_10%,1,1
21.286,367.7,3.0449,leak_event_sev3_h2_30%,1,1
25.022,11.7,0.0406,normal operation,0,0
20.925,569.9,2.354,leak_event_sev2_h2_20%,1,1
22.586,1.7083,423.1,leak_event_sev1_H2_10%,1,1
24.844,0.0195,0.0,normal operation,0,0
24.683,4.9,0.0077,normal operation,0,0
24.76,8.6,0.0507,normal operation,0,0
24.96,12.8,0.0319,normal operation,0,0
25.049,0.0325,12.4,normal operation,0,0
24.705,0.0,0.045,normal operation,0,0
24.959,1.1,0.0132,normal operation,0,0
22.893,1.4329,353.2,leak_event_sev1_H2_10%,1,1
24.74,0.0154,0.0,normal operation,0,0
24.783,0.0,0.029,normal operation,0,0
22.311,462.7,2.0253,leak_event_sev2_h2_22%,1,1
24.811,7.9,0.033,normal operation,0,0
17.211,1494.3,5.4249,leak_event_sev3_h2_30%,1,1
22.946,318.1,1.6144,leak_event_sev1_h2_10%,1,1
25.075,0.0475,0.0,normal operation,0,0
24.568,0.0,0.0646,normal operation,0,0
20.295,765.5,3.23,leak_event_sev2_h2_22%,1,1
24.8,4.3,0.057,normal operation,0,0
24.741,0.0,0.0408,normal operation,0,0
25.066,0.0,0.0199,normal operation,0,0
24.662,0.0326,0.0,normal operation,0,0
24.652,0.0357,15.2,normal operation,0,0
24.932,0.0,0.0193,normal operation,0,0
21.414,2.5253,648.8,leak_event_sev2_H2_28%,1,2
20.267,784.0,3.7618,leak_event_sev2_h2_22%,1,1
24.94,0.0273,5.0,normal operation,0,0
20.947,479.4,3.1783,leak_event_sev3_h2_30%,1,1
24.975,10.5,0.0314,normal operation,0,0
21.284,505.6,2.7003,leak_event_sev3_h2_30%,1,1
24.935,0.0696,33.3,normal operation,0,0
22.379,1.9131,396.3,leak_event_sev1_H2_15%,1,1
24.929,0.0543,0.0,normal operation,0,0
24.636,0.0,0.0122,normal operation,0,0
23.494,1.4135,265.2,leak_event_sev1_H2_10%,1,1
22.722,2.1522,389.2,leak_event_sev2_H2_25%,1,2
25.117,0.0578,2.3,normal operation,0,0
21.127,2.572,554.4,leak_event_sev1_H2_10%,1,1
24.707,0.0,0.035,normal operation,0,0
23.594,1.3081,260.5,leak_event_sev1_H2_10%,1,1
24.802,11.0,0.0249,normal operation,0,0
24.596,0.037,3.8,normal operation,0,0
24.852,6.9,0.0465,normal operation,0,0
21.865,501.3,2.7347,leak_event_sev2_h2_25%,1,1
25.071,0.0478,23.6,normal operation,0,0
24.965,1.2,0.0362,normal operation,0,0
24.884,0.0,0.0369,normal operation,0,0
21.023,608.8,3.5472,leak_event_sev2_h2_25%,1,1
21.933,2.729,428.4,leak_event_sev2_H2_22%,1,2
20.561,3.5879,848.7,leak_event_sev2_H2_25%,1,2
24.883,2.2,0.026,normal operation,0,0
18.667,1029.1,5.5171,leak_event_sev3_h2_30%,1,1
24.578,0.0593,0.0,normal operation,0,0
21.285,567.4,2.2121,leak_event_sev1_h2_10%,1,1
24.804,9.3,0.041,normal operation,0,0
20.455,3.4576,617.6,leak_event_sev2_H2_28%,1,2
24.858,0.0124,0.0,normal operation,0,0
19.979,3.6838,812.4,leak_event_sev2_H2_28%,1,2
25.011,0.0474,8.3,normal operation,0,0
21.817,438.7,1.4064,leak_event_sev1_h2_15%,1,1
22.657,245.4,1.3708,leak_event_sev1_h2_10%,1,1
19.799,741.8,2.7595,leak_event_sev2_h2_20%,1,1
21.592,693.3,2.8103,leak_event_sev2_h2_22%,1,1
20.427,486.4,2.5481,leak_event_sev3_h2_30%,1,1
22.699,363.6,1.7007,leak_event_sev2_h2_22%,1,1
22.225,2.0702,459.3,leak_event_sev1_H2_10%,1,1
24.954,11.2,0.0285,normal operation,0,0
21.235,533.8,1.6054,leak_event_sev1_h2_15%,1,1
21.413,491.1,3.1918,leak_event_sev3_h2_30%,1,1
21.947,395.3,2.4016,leak_event_sev2_h2_25%,1,1
24.589,11.1,0.0159,normal operation,0,0
19.75,4.0271,903.9,leak_event_sev3_H2_30%,1,3
22.925,1.4822,296.0,leak_event_sev1_H2_10%,1,1
23.123,169.4,0.9437,leak_event_sev1_h2_15%,1,1
20.868,2.7825,737.7,leak_event_sev2_H2_28%,1,2
19.563,4.605,1048.2,leak_event_sev3_H2_30%,1,3
24.603,0.0262,0.0,normal operation,0,0
20.409,4.3501,911.2,leak_event_sev3_H2_30%,1,3
24.809,0.005,0.0,normal operation,0,0
24.489,0.0569,0.0,normal operation,0,0
24.742,0.014,23.5,normal operation,0,0
21.572,431.7,1.4911,leak_event_sev1_h2_15%,1,1
20.179,632.2,3.3595,leak_event_sev2_h2_22%,1,1
24.682,0.0196,12.4,normal operation,0,0
16.5,1351.2,6.0263,leak_event_sev3_h2_30%,1,1
18.922,1119.3,3.9189,leak_event_sev2_h2_25%,1,1
20.491,3.4377,812.8,leak_event_sev3_H2_30%,1,3
24.971,10.3,0.0473,normal operation,0,0
25.004,0.0172,18.3,normal operation,0,0
24.996,0.0,0.028,normal operation,0,0
24.852,0.0,0.0104,normal operation,0,0
22.778,1.667,302.3,leak_event_sev1_H2_15%,1,1
22.678,1.664,334.5,leak_event_sev1_H2_10%,1,1
24.793,0.0507,2.4,normal operation,0,0
24.907,0.0275,3.4,normal operation,0,0
24.636,0.0,0.0311,normal operation,0,0
22.092,461.6,2.1312,leak_event_sev2_h2_20%,1,1
21.843,515.4,2.9043,leak_event_sev3_h2_30%,1,1
24.776,0.0096,0.4,normal operation,0,0
22.39,1.8656,424.3,leak_event_sev1_H2_10%,1,1
24.916,0.0463,0.0,normal operation,0,0
24.557,0.0564,0.0,normal operation,0,0
21.11,619.5,3.4358,leak_event_sev3_h2_30%,1,1
24.934,2.3,0.0389,normal operation,0,0
20.012,4.7502,890.2,leak_event_sev3_H2_30%,1,3
24.815,5.6,0.031,normal operation,0,0
21.38,2.6464,613.9,leak_event_sev2_H2_25%,1,2
19.873,815.8,3.0894,leak_event_sev2_h2_20%,1,1
24.935,8.1,0.0299,normal operation,0,0
21.319,509.5,3.5861,leak_event_sev3_h2_30%,1,1
20.187,822.8,3.9892,leak_event_sev2_h2_20%,1,1
25.191,0.0176,0.0,normal operation,0,0
22.688,294.2,1.1532,leak_event_sev1_h2_15%,1,1
22.239,3.0974,683.8,leak_event_sev3_H2_30%,1,3
24.949,0.0086,0.0,normal operation,0,0
18.172,5.0064,1187.5,leak_event_sev3_H2_30%,1,3
24.967,1.6,0.0428,normal operation,0,0
23.084,1.6142,313.9,leak_event_sev1_H2_15%,1,1
24.665,0.0,0.0189,normal operation,0,0
25.008,23.0,0.0054,normal operation,0,0
24.834,15.2,0.047,normal operation,0,0
21.445,3.0006,569.7,leak_event_sev2_H2_28%,1,2
24.823,0.0504,26.0,normal operation,0,0
24.713,0.0754,0.0,normal operation,0,0
23.304,1.3883,312.8,leak_event_sev1_H2_10%,1,1
20.062,3.9465,880.9,leak_event_sev2_H2_25%,1,2
19.722,825.6,3.3743,leak_event_sev2_h2_22%,1,1
22.514,260.9,1.6167,leak_event_sev1_h2_10%,1,1
25.052,0.036,0.0,normal operation,0,0
22.324,331.1,2.2387,leak_event_sev2_h2_22%,1,1
20.252,696.0,3.6429,leak_event_sev2_h2_22%,1,1
20.698,3.7064,888.0,leak_event_sev3_H2_30%,1,3
25.012,0.0142,0.0,normal operation,0,0
24.95,0.0,0.0223,normal operation,0,0
19.351,974.4,3.4776,leak_event_sev2_h2_25%,1,1
17.558,1207.6,5.7085,leak_event_sev3_h2_30%,1,1
24.742,6.7,0.0462,normal operation,0,0
21.055,2.8121,572.8,leak_event_sev2_H2_28%,1,2
24.819,0.0,0.0077,normal operation,0,0
24.737,0.0,0.0353,normal operation,0,0
21.714,414.7,2.2976,leak_event_sev1_h2_10%,1,1
24.867,0.0524,0.0,normal operation,0,0
21.32,525.1,2.2226,leak_event_sev2_h2_20%,1,1
24.907,18.5,0.0742,normal operation,0,0
23.043,1.4678,318.8,leak_event_sev1_H2_15%,1,1
24.935,2.7,0.048,normal operation,0,0
24.783,0.0426,19.2,normal operation,0,0
24.679,0.0673,30.1,normal operation,0,0
19.907,631.0,3.4795,leak_event_sev3_h2_30%,1,1
24.892,4.2,0.0489,normal operation,0,0
17.933,1540.7,5.9922,leak_event_sev3_h2_30%,1,1
24.966,0.0245,10.5,normal operation,0,0
20.129,3.1794,798.7,leak_event_sev2_H2_22%,1,2
24.629,12.5,0.0275,normal operation,0,0
21.123,490.7,2.4446,leak_event_sev3_h2_30%,1,1
21.794,394.3,1.6628,leak_event_sev1_h2_15%,1,1
24.779,0.0659,0.0,normal operation,0,0
19.362,778.7,3.0434,leak_event_sev3_h2_30%,1,1
25.165,0.0648,0.0,normal operation,0,0
24.891,0.0375,20.4,normal operation,0,0
24.873,21.9,0.0441,normal operation,0,0
20.739,634.7,2.7119,leak_event_sev2_h2_20%,1,1
19.18,1081.1,5.0029,leak_event_sev3_h2_30%,1,1
24.688,0.0393,7.1,normal operation,0,0
24.974,9.6,0.0326,normal operation,0,0
19.23,4.4235,979.4,leak_event_sev2_H2_28%,1,2
19.936,853.8,3.3783,leak_event_sev2_h2_20%,1,1
21.749,2.0655,558.6,leak_event_sev1_H2_15%,1,1
22.189,1.7147,435.9,leak_event_sev1_H2_10%,1,1
20.398,945.7,3.8459,leak_event_sev2_h2_25%,1,1
24.834,0.0,0.0623,normal operation,0,0
24.615,0.012,0.0,normal operation,0,0
19.876,3.4487,753.0,leak_event_sev2_H2_28%,1,2
18.094,4.7475,1286.9,leak_event_sev3_H2_30%,1,3
17.9,1362.8,5.2625,leak_event_sev3_h2_30%,1,1
18.663,787.8,4.7514,leak_event_sev3_h2_30%,1,1
21.602,1.8797,479.3,leak_event_sev1_H2_15%,1,1
24.916,8.9,0.0449,normal operation,0,0
24.456,0.0139,9.5,normal operation,0,0
24.915,8.9,0.0087,normal operation,0,0
24.771,0.0,0.0227,normal operation,0,0
20.477,3.3964,863.4,leak_event_sev3_H2_30%,1,3
22.342,2.408,526.6,leak_event_sev2_H2_25%,1,2
19.854,4.5764,1020.2,leak_event_sev3_H2_30%,1,3
24.837,0.0139,10.9,normal operation,0,0
20.724,2.7201,695.8,leak_event_sev2_H2_25%,1,2
21.049,2.8897,536.2,leak_event_sev2_H2_25%,1,2
20.497,727.8,3.3881,leak_event_sev3_h2_30%,1,1
24.969,0.0157,14.6,normal operation,0,0
21.238,2.2839,450.6,leak_event_sev1_H2_15%,1,1
21.767,2.3391,648.5,leak_event_sev2_H2_22%,1,2
24.803,0.0,0.0153,normal operation,0,0
21.964,1.9744,380.2,leak_event_sev1_H2_10%,1,1
22.265,362.9,1.3286,leak_event_sev1_h2_15%,1,1
22.886,1.6367,310.5,leak_event_sev1_H2_10%,1,1
22.958,268.8,1.3767,leak_event_sev1_h2_15%,1,1
24.837,0.0627,0.0,normal operation,0,0
21.283,553.5,2.2698,leak_event_sev2_h2_20%,1,1
24.761,0.0268,0.0,normal operation,0,0
21.139,3.0059,660.0,leak_event_sev2_H2_28%,1,2
20.536,3.4424,753.5,leak_event_sev3_H2_30%,1,3
20.828,665.5,2.4035,leak_event_sev2_h2_22%,1,1
24.72,0.0264,0.0,normal operation,0,0
25.178,0.0,0.005,normal operation,0,0
24.673,0.0413,17.3,normal operation,0,0
21.661,395.2,1.9075,leak_event_sev1_h2_10%,1,1
25.029,0.0423,14.1,normal operation,0,0
